"","X","ID","Site","Genus_species","datetime2","DEP","SHADE","BT","TC_interp","TC","AT","TA_interp","TA1m","diff_TC","diff_TA","species","site","region"
"1020",7837,"1611_L","L","Gehyra variegata","1978-11-21 18:45:00",0,0,27.6,30.02,20.3745037378574,26.6,29.17,22.4758376503427,-2.4,-2.6,"G_variegata","AUSL","Australia"
"1021",8457,"2064_L","L","Gehyra variegata","1978-12-16 19:30:00",0,0,24,26.44,18.4329431319379,19.8,26.71,19.1732038560202,-2.4,-6.9,"G_variegata","AUSL","Australia"
"1022",9111,"2421_L","L","Gehyra variegata","1979-01-12 20:10:00",0,0,28,30.37,25.0810806435369,28.6,30.29,25.9251464785809,-2.4,-1.7,"G_variegata","AUSL","Australia"
"1023",9113,"2425_L","L","Gehyra variegata","1979-01-12 20:10:00",0,0,28,30.37,25.0810806435369,28.1,30.29,25.9251464785809,-2.4,-2.2,"G_variegata","AUSL","Australia"
"1024",10629,"4110_L","L","Gehyra variegata","1979-03-14 19:37:00",0,0,32,34.39,25.5973401001684,27,35,26.0863231816631,-2.4,-8,"G_variegata","AUSL","Australia"
"1025",8427,"2021_L","L","Gehyra variegata","1978-12-15 19:22:00",0,0,24.8,27.07,19.6553081922337,23.4,26.68,18.733001271472,-2.3,-3.3,"G_variegata","AUSL","Australia"
"1026",10627,"4114_L","L","Gehyra variegata","1979-03-14 19:00:00",0,0,32.4,34.68,27.4718042605127,30.3,35.32,28.1944860912518,-2.3,-5,"G_variegata","AUSL","Australia"
"1027",10628,"4112_L","L","Gehyra variegata","1979-03-14 19:50:00",0,0,32,34.29,25.5973401001684,26,34.9,26.0863231816631,-2.3,-8.9,"G_variegata","AUSL","Australia"
"1028",9892,"2922_L","L","Gehyra variegata","1979-02-13 20:35:00",0,0,23.8,26,23.4407522294036,23.7,25.9,23.3219474126375,-2.2,-2.2,"G_variegata","AUSL","Australia"
"1029",8989,"2333_L","L","Gehyra variegata","1979-01-07 20:45:00",0,0,28.2,30.3,22.4603092634736,27.8,30.96,22.8338626139573,-2.1,-3.2,"G_variegata","AUSL","Australia"
"1030",8426,"2022_L","L","Gehyra variegata","1978-12-15 19:25:00",0,0,24.9,26.94,19.6553081922337,23.6,26.56,18.733001271472,-2,-3,"G_variegata","AUSL","Australia"
"1031",8429,"2025_L","L","Gehyra variegata","1978-12-15 19:30:00",0,0,24.8,26.74,17.8193145293587,24,26.34,17.4333587838466,-1.9,-2.3,"G_variegata","AUSL","Australia"
"1032",8432,"2026_L","L","Gehyra variegata","1978-12-15 19:37:00",0,0,24.6,26.45,17.8193145293587,24,26.04,17.4333587838466,-1.8,-2,"G_variegata","AUSL","Australia"
"1033",8430,"2027_L","L","Gehyra variegata","1978-12-15 19:45:00",0,0,24.4,26.13,17.8193145293587,23.8,25.7,17.4333587838466,-1.7,-1.9,"G_variegata","AUSL","Australia"
"1034",9115,"2423_L","L","Gehyra variegata","1979-01-12 20:32:00",0,0,28.3,29.89,24.3387645756335,27.5,29.86,25.3512919051731,-1.6,-2.4,"G_variegata","AUSL","Australia"
"1035",8005,"1648_L","L","Gehyra variegata","1978-11-28 19:20:00",0,0,25.3,26.73,18.6162015610699,25.3,27.69,19.656916627934,-1.4,-2.4,"G_variegata","AUSL","Australia"
"1036",8428,"2020_L","L","Gehyra variegata","1978-12-15 19:16:00",0,0,25.9,27.31,19.6553081922337,23.8,26.94,18.733001271472,-1.4,-3.1,"G_variegata","AUSL","Australia"
"1037",8086,"1750_L","L","Gehyra variegata","1978-12-01 19:55:00",0,0,28.4,29.72,18.2397459573386,29,31.32,19.8346704850906,-1.3,-2.3,"G_variegata","AUSL","Australia"
"1038",8431,"2028_L","L","Gehyra variegata","1978-12-15 19:55:00",0,0,24.4,25.72,17.8193145293587,23.4,25.27,17.4333587838466,-1.3,-1.9,"G_variegata","AUSL","Australia"
"1039",9013,"2354_L","L","Gehyra variegata","1979-01-08 20:00:00",0,0,31.3,32.64,24.2219166584592,30.4,33.97,25.5673381457638,-1.3,-3.6,"G_variegata","AUSL","Australia"
"1040",9962,"3067_L","L","Gehyra variegata","1979-02-16 19:28:00",0,0,27.4,28.73,22.8994878828942,27.3,28.92,23.5694339556972,-1.3,-1.6,"G_variegata","AUSL","Australia"
"1041",8424,"2024_L","L","Gehyra variegata","1978-12-15 19:20:00",0,0,26,27.15,19.6553081922337,24.2,26.77,18.733001271472,-1.1,-2.6,"G_variegata","AUSL","Australia"
"1042",8433,"2029_L","L","Gehyra variegata","1978-12-15 20:15:00",0,0,24.2,25.34,17.8193145293587,23.6,24.91,17.4333587838466,-1.1,-1.3,"G_variegata","AUSL","Australia"
"1043",9112,"2420_L","L","Gehyra variegata","1979-01-12 19:45:00",0,0,29.7,30.76,25.0810806435369,29,30.62,25.9251464785809,-1.1,-1.6,"G_variegata","AUSL","Australia"
"1044",9893,"2926_L","L","Gehyra variegata","1979-02-13 22:00:00",0,0,23.5,24.57,23.2258068826074,23.8,24.48,23.2304564717305,-1.1,-0.7,"G_variegata","AUSL","Australia"
"1045",7116,"970_L","L","Gehyra variegata","1978-10-24 10:50:00",0,0,31.3,32.28,22.9018369575449,25,26.5,23.4166570174226,-1,-1.5,"G_variegata","AUSL","Australia"
"1046",10259,"3450_L","L","Gehyra variegata","1979-02-28 19:41:00",0,0,24.5,25.38,17.4112828099511,23.4,26.43,18.2764229543584,-0.9,-3,"G_variegata","AUSL","Australia"
"1047",10264,"3449_L","L","Gehyra variegata","1979-02-28 19:37:00",0,0,24.5,25.44,17.4112828099511,23.4,26.47,18.2764229543584,-0.9,-3.1,"G_variegata","AUSL","Australia"
"1048",10625,"4107_L","L","Gehyra variegata","1979-03-14 19:00:00",0,0,33.8,34.68,27.4718042605127,31,35.32,28.1944860912518,-0.9,-4.3,"G_variegata","AUSL","Australia"
"1049",10334,"3543_L","L","Gehyra variegata","1979-03-02 19:45:00",0,0,28,28.81,21.4742697221875,28.2,29.87,21.7711377407931,-0.8,-1.7,"G_variegata","AUSL","Australia"
"1050",7836,"1612_L","L","Gehyra variegata","1978-11-21 18:57:00",0,0,26.6,27.29,20.3745037378574,26.6,28.89,22.4758376503427,-0.7,-2.3,"G_variegata","AUSL","Australia"
"1051",8084,"1745_L","L","Gehyra variegata","1978-12-01 19:33:00",0,0,29.2,29.9,18.2397459573386,29.9,31.46,19.8346704850906,-0.7,-1.6,"G_variegata","AUSL","Australia"
"1052",9086,"2399_L","L","Gehyra variegata","1979-01-11 20:25:00",0,0,31.9,32.59,26.3234766771908,31.7,32.66,27.283548111469,-0.7,-1,"G_variegata","AUSL","Australia"
"1053",8083,"1748_L","L","Gehyra variegata","1978-12-01 20:16:00",0,0,28,28.61,18.2397459573386,28.8,29.94,19.8346704850906,-0.6,-1.1,"G_variegata","AUSL","Australia"
"1054",9114,"2426_L","L","Gehyra variegata","1979-01-12 20:19:00",0,0,29.6,30.18,25.0810806435369,28.2,30.11,25.9251464785809,-0.6,-1.9,"G_variegata","AUSL","Australia"
"1055",8008,"1651_L","L","Gehyra variegata","1978-11-28 19:45:00",0,0,25.8,26.27,16.7105245232005,25,27.22,17.6962112816396,-0.5,-2.2,"G_variegata","AUSL","Australia"
"1056",7438,"1248_L","L","Gehyra variegata","1978-11-06 19:21:00",0,0,24.8,25.22,19.3954842807573,24.8,27.49,20.3578540114504,-0.4,-2.7,"G_variegata","AUSL","Australia"
"1057",8009,"1652_L","L","Gehyra variegata","1978-11-28 20:15:00",0,0,25.2,25.51,16.7105245232005,24.2,26.4,17.6962112816396,-0.3,-2.2,"G_variegata","AUSL","Australia"
"1058",8723,"2190_L","L","Gehyra variegata","1978-12-27 19:19:00",0,0,28.9,29.16,20.0689354047727,27.2,30.08,20.2503838419659,-0.3,-2.9,"G_variegata","AUSL","Australia"
"1059",10297,"3507_L","L","Gehyra variegata","1979-03-01 19:41:00",0,0,27.2,27.52,21.1953447101024,26.8,28.89,22.0751961370724,-0.3,-2.1,"G_variegata","AUSL","Australia"
"1060",7573,"1314_L","L","Gehyra variegata","1978-11-11 19:15:00",0,9,16.8,16.97,12.6249327564497,16.1,17.41,13.8356475904058,-0.2,-1.3,"G_variegata","AUSL","Australia"
"1061",8088,"1746_L","L","Gehyra variegata","1978-12-01 19:37:00",0,0,29.7,29.87,18.2397459573386,29.8,31.43,19.8346704850906,-0.2,-1.6,"G_variegata","AUSL","Australia"
"1062",9963,"3069_L","L","Gehyra variegata","1979-02-16 19:37:00",0,0,28.4,28.56,21.2461053009129,25.9,28.79,21.8200389490621,-0.2,-2.9,"G_variegata","AUSL","Australia"
"1063",10293,"3510_L","L","Gehyra variegata","1979-03-01 19:08:00",0,0,27.7,27.82,22.6671872459124,26.4,29.09,23.8250748920521,-0.1,-2.7,"G_variegata","AUSL","Australia"
"1064",7835,"1613_L","L","Gehyra variegata","1978-11-21 19:00:00",0,0,26.6,26.61,20.3745037378574,26.6,28.83,22.4758376503427,0,-2.2,"G_variegata","AUSL","Australia"
"1065",8033,"1694_L","L","Gehyra variegata","1978-11-29 19:15:00",0,0,24.1,24.11,16.6028772657957,24.1,25.82,17.9694134407328,0,-1.7,"G_variegata","AUSL","Australia"
"1066",10260,"3459_L","L","Gehyra variegata","1979-02-28 19:40:00",0,0,25.4,25.4,17.4112828099511,24.9,26.44,18.2764229543584,0,-1.5,"G_variegata","AUSL","Australia"
"1067",10296,"3506_L","L","Gehyra variegata","1979-03-01 20:25:00",0,0,25.9,25.88,21.1953447101024,25,27.16,22.0751961370724,0,-2.2,"G_variegata","AUSL","Australia"
"1068",10320,"3542_L","L","Gehyra variegata","1979-03-02 19:25:00",0,0,29,28.98,23.8797856362052,29.2,29.98,24.7886259549432,0,-0.8,"G_variegata","AUSL","Australia"
"1069",10331,"3544_L","L","Gehyra variegata","1979-03-02 19:50:00",0,0,28.8,28.76,21.4742697221875,28.8,29.84,21.7711377407931,0,-1,"G_variegata","AUSL","Australia"
"1070",8082,"1744_L","L","Gehyra variegata","1978-12-01 19:28:00",0,0,30,29.94,20.0221492238226,29,31.49,22.1445906216986,0.1,-2.5,"G_variegata","AUSL","Australia"
"1071",8087,"1751_L","L","Gehyra variegata","1978-12-01 20:15:00",0,0,28.8,28.68,18.2397459573386,28.6,30.02,19.8346704850906,0.1,-1.4,"G_variegata","AUSL","Australia"
"1072",8089,"1749_L","L","Gehyra variegata","1978-12-01 19:33:00",0,0,30,29.9,18.2397459573386,29.4,31.46,19.8346704850906,0.1,-2.1,"G_variegata","AUSL","Australia"
"1073",9012,"2356_L","L","Gehyra variegata","1979-01-08 20:26:00",0,0,31,30.94,24.2219166584592,30,32.35,25.5673381457638,0.1,-2.4,"G_variegata","AUSL","Australia"
"1074",10162,"3271_L","L","Gehyra variegata","1979-02-24 21:10:00",0,0,22.6,22.55,16.6838912370488,21.8,23.76,18.1391402163195,0.1,-2,"G_variegata","AUSL","Australia"
"1075",9087,"2397_L","L","Gehyra variegata","1979-01-11 19:35:00",0,0,34,33.78,26.3234766771908,33,33.85,27.283548111469,0.2,-0.9,"G_variegata","AUSL","Australia"
"1076",9088,"2403_L","L","Gehyra variegata","1979-01-11 21:00:00",0,0,31.5,31.3,24.6746469667745,31.5,31.31,25.3198242418941,0.2,0.2,"G_variegata","AUSL","Australia"
"1077",10262,"3460_L","L","Gehyra variegata","1979-02-28 19:53:00",0,0,25.4,25.23,17.4112828099511,24.4,26.3,18.2764229543584,0.2,-1.9,"G_variegata","AUSL","Australia"
"1078",10324,"3558_L","L","Gehyra variegata","1979-03-02 19:26:00",0,0,29.2,28.97,23.8797856362052,29,29.97,24.7886259549432,0.2,-1,"G_variegata","AUSL","Australia"
"1079",7444,"1251_L","L","Gehyra variegata","1978-11-06 20:10:00",0,0,24.6,24.26,18.3179971362784,23,26.44,18.9496588294664,0.3,-3.4,"G_variegata","AUSL","Australia"
"1080",8006,"1649_L","L","Gehyra variegata","1978-11-28 19:32:00",0,0,26.8,26.51,16.7105245232005,25.4,27.46,17.6962112816396,0.3,-2.1,"G_variegata","AUSL","Australia"
"1081",9771,"2885_L","L","Gehyra variegata","1979-02-08 19:48:00",0,0,29.1,28.82,21.0286732131977,29.9,30.67,23.0418720711699,0.3,-0.8,"G_variegata","AUSL","Australia"
"1082",10258,"3451_L","L","Gehyra variegata","1979-02-28 20:05:00",0,0,25.1,24.84,17.4112828099511,22.5,25.9,18.2764229543584,0.3,-3.4,"G_variegata","AUSL","Australia"
"1083",10263,"3452_L","L","Gehyra variegata","1979-02-28 20:17:00",0,0,24.4,24.14,17.4112828099511,22.4,25.14,18.2764229543584,0.3,-2.7,"G_variegata","AUSL","Australia"
"1084",10327,"3559_L","L","Gehyra variegata","1979-03-02 19:32:00",0,0,29.2,28.92,21.4742697221875,29,29.94,21.7711377407931,0.3,-0.9,"G_variegata","AUSL","Australia"
"1085",7574,"1315_L","L","Gehyra variegata","1978-11-11 19:30:00",-2.5,0,17.4,16.97,14.0779212662755,16.9,17.48,12.0354575166508,0.4,-0.6,"G_variegata","AUSL","Australia"
"1086",7982,"1623_L","L","Gehyra variegata","1978-11-27 20:23:00",0,0,31.4,31.04,22.8079436742085,32,33.37,24.7325089078268,0.4,-1.4,"G_variegata","AUSL","Australia"
"1087",8676,"2173_L","L","Gehyra variegata","1978-12-25 19:44:00",0,0,29.2,28.82,22.5186037425664,29.9,30.19,23.7151764354581,0.4,-0.3,"G_variegata","AUSL","Australia"
"1088",9693,"2811_L","L","Gehyra variegata","1979-02-05 19:44:00",0,0,26.8,26.37,18.8624014935252,26.7,27.78,20.499542295081,0.4,-1.1,"G_variegata","AUSL","Australia"
"1089",10265,"3462_L","L","Gehyra variegata","1979-02-28 20:30:00",0,0,23.8,23.37,16.9145448184304,22.4,24.32,17.9071789112068,0.4,-1.9,"G_variegata","AUSL","Australia"
"1090",10321,"3549_L","L","Gehyra variegata","1979-03-02 19:27:00",0,0,29.4,28.96,23.8797856362052,28.8,29.97,24.7886259549432,0.4,-1.2,"G_variegata","AUSL","Australia"
"1091",8007,"1650_L","L","Gehyra variegata","1978-11-28 20:09:00",0,0,26.2,25.71,16.7105245232005,24.4,26.61,17.6962112816396,0.5,-2.2,"G_variegata","AUSL","Australia"
"1092",8483,"2124_L","L","Gehyra variegata","1978-12-17 20:00:00",0,0,27,26.52,18.7104844367437,24.7,27.04,20.0873220031294,0.5,-2.3,"G_variegata","AUSL","Australia"
"1093",10322,"3548_L","L","Gehyra variegata","1979-03-02 19:23:00",0,0,29.5,28.99,23.8797856362052,28.7,29.99,24.7886259549432,0.5,-1.3,"G_variegata","AUSL","Australia"
"1094",10332,"3560_L","L","Gehyra variegata","1979-03-02 19:42:00",0,0,29.3,28.83,21.4742697221875,29.1,29.89,21.7711377407931,0.5,-0.8,"G_variegata","AUSL","Australia"
"1095",10335,"3561_L","L","Gehyra variegata","1979-03-02 19:49:00",0,0,29.3,28.77,21.4742697221875,29.1,29.85,21.7711377407931,0.5,-0.8,"G_variegata","AUSL","Australia"
"1096",8032,"1695_L","L","Gehyra variegata","1978-11-29 19:20:00",0,0,24.6,24.03,16.6028772657957,24,25.76,17.9694134407328,0.6,-1.8,"G_variegata","AUSL","Australia"
"1097",8484,"2127_L","L","Gehyra variegata","1978-12-17 19:43:00",0,0,27.2,26.62,18.7104844367437,27.2,27.08,20.0873220031294,0.6,0.1,"G_variegata","AUSL","Australia"
"1098",9745,"2861_L","L","Gehyra variegata","1979-02-07 19:40:00",0,0,29.4,28.84,21.0052324695596,29.6,30.8,22.8343504754294,0.6,-1.2,"G_variegata","AUSL","Australia"
"1099",9746,"2860_L","L","Gehyra variegata","1979-02-07 19:31:00",0,0,29.7,29.05,21.0052324695596,29.4,30.95,22.8343504754294,0.6,-1.6,"G_variegata","AUSL","Australia"
"1100",10328,"3555_L","L","Gehyra variegata","1979-03-02 20:14:00",0,0,28.6,28.02,21.4742697221875,28,29.08,21.7711377407931,0.6,-1.1,"G_variegata","AUSL","Australia"
"1101",10329,"3563_L","L","Gehyra variegata","1979-03-02 20:15:00",0,0,28.6,27.97,21.4742697221875,28,29.03,21.7711377407931,0.6,-1,"G_variegata","AUSL","Australia"
"1102",7443,"1250_L","L","Gehyra variegata","1978-11-06 19:33:00",0,0,25.8,25.15,18.3179971362784,23.4,27.43,18.9496588294664,0.7,-4,"G_variegata","AUSL","Australia"
"1103",7470,"1287_L","L","Gehyra variegata","1978-11-07 20:18:00",0,0,26.8,26.06,15.5228658826917,26.8,27.09,15.2908036108352,0.7,-0.3,"G_variegata","AUSL","Australia"
"1104",8059,"1729_L","L","Gehyra variegata","1978-11-30 19:55:00",0,0,25.1,24.44,19.0908328663869,24,26.93,20.9111906201539,0.7,-2.9,"G_variegata","AUSL","Australia"
"1105",9014,"2355_L","L","Gehyra variegata","1979-01-08 20:22:00",0,0,31.9,31.2,24.2219166584592,29.9,32.6,25.5673381457638,0.7,-2.7,"G_variegata","AUSL","Australia"
"1106",10210,"3374_L","L","Gehyra variegata","1979-02-26 20:20:00",0,0,21.5,20.83,15.7628993708038,20.9,22.78,17.4647184309363,0.7,-1.9,"G_variegata","AUSL","Australia"
"1107",10326,"3546_L","L","Gehyra variegata","1979-03-02 19:10:00",0,0,29.8,29.1,23.8797856362052,28.7,30.06,24.7886259549432,0.7,-1.4,"G_variegata","AUSL","Australia"
"1108",10330,"3564_L","L","Gehyra variegata","1979-03-02 20:25:00",0,0,28.2,27.5,21.4742697221875,27.5,28.53,21.7711377407931,0.7,-1,"G_variegata","AUSL","Australia"
"1109",10336,"3557_L","L","Gehyra variegata","1979-03-02 20:40:00",0,0,27.5,26.79,20.781517850569,28.2,27.77,20.8167461368714,0.7,0.4,"G_variegata","AUSL","Australia"
"1110",7223,"1068_L","L","Gehyra variegata","1978-10-28 19:45:00",-2.5,0,19,18.22,20.8566558339767,19,19.53,12.9105833711866,0.8,-0.5,"G_variegata","AUSL","Australia"
"1111",10261,"3457_L","L","Gehyra variegata","1979-02-28 20:02:00",0,0,25.8,25.02,17.4112828099511,23,26.09,18.2764229543584,0.8,-3.1,"G_variegata","AUSL","Australia"
"1112",10325,"3541_L","L","Gehyra variegata","1979-03-02 19:22:00",0,0,29.8,29,23.8797856362052,29.2,30,24.7886259549432,0.8,-0.8,"G_variegata","AUSL","Australia"
"1113",7221,"1067_L","L","Gehyra variegata","1978-10-28 19:25:00",0,0,19.4,18.47,13.0216170743166,19,19.73,14.5856054268741,0.9,-0.7,"G_variegata","AUSL","Australia"
"1114",7440,"1246_L","L","Gehyra variegata","1978-11-06 19:15:00",0,0,26.2,25.26,19.3954842807573,24.5,27.53,20.3578540114504,0.9,-3,"G_variegata","AUSL","Australia"
"1115",7476,"1286_L","L","Gehyra variegata","1978-11-07 20:15:00",0,0,27,26.15,15.5228658826917,27,27.2,15.2908036108352,0.9,-0.2,"G_variegata","AUSL","Australia"
"1116",8481,"2125_L","L","Gehyra variegata","1978-12-17 19:25:00",0,0,27.6,26.73,19.9025307378764,27.4,27.11,21.3512226748091,0.9,0.3,"G_variegata","AUSL","Australia"
"1117",8482,"2128_L","L","Gehyra variegata","1978-12-17 20:00:00",0,0,27.4,26.52,18.7104844367437,27.4,27.04,20.0873220031294,0.9,0.4,"G_variegata","AUSL","Australia"
"1118",10267,"3454_L","L","Gehyra variegata","1979-02-28 20:59:00",0,0,22.6,21.66,16.9145448184304,19.3,22.49,17.9071789112068,0.9,-3.2,"G_variegata","AUSL","Australia"
"1119",7479,"1291_L","L","Gehyra variegata","1978-11-07 20:34:00",0,0,26.6,25.58,14.8835935053456,26.6,26.5,14.7545001278697,1,0.1,"G_variegata","AUSL","Australia"
"1120",8700,"2177_L","L","Gehyra variegata","1978-12-26 19:30:00",0,0,30.8,29.83,21.9642622280326,29.4,29.61,22.6847215770451,1,-0.2,"G_variegata","AUSL","Australia"
"1121",9940,"3054_L","L","Gehyra variegata","1979-02-15 20:38:00",0,0,28,27.04,23.2544142702169,28.3,26.12,23.1902280073709,1,2.2,"G_variegata","AUSL","Australia"
"1122",10266,"3455_L","L","Gehyra variegata","1979-02-28 21:01:00",0,0,22.6,21.6,16.9145448184304,19.2,22.42,17.9071789112068,1,-3.2,"G_variegata","AUSL","Australia"
"1123",10337,"3567_L","L","Gehyra variegata","1979-03-02 21:50:00",0,0,26.4,25.43,19.5018684986739,26.6,26.4,19.9862448491882,1,0.2,"G_variegata","AUSL","Australia"
"1124",7478,"1293_L","L","Gehyra variegata","1978-11-07 20:45:00",0,0,26.4,25.25,14.8835935053456,26,26.1,14.7545001278697,1.1,-0.1,"G_variegata","AUSL","Australia"
"1125",9694,"2812_L","L","Gehyra variegata","1979-02-05 20:01:00",0,0,27.2,26.05,18.8624014935252,25.1,27.57,20.499542295081,1.1,-2.5,"G_variegata","AUSL","Australia"
"1126",10269,"3456_L","L","Gehyra variegata","1979-02-28 21:14:00",0,0,22.6,21.49,16.9145448184304,22.2,22.31,17.9071789112068,1.1,-0.1,"G_variegata","AUSL","Australia"
"1127",10270,"3453_L","L","Gehyra variegata","1979-02-28 20:58:00",0,0,22.8,21.72,16.9145448184304,19.3,22.55,17.9071789112068,1.1,-3.2,"G_variegata","AUSL","Australia"
"1128",10333,"3562_L","L","Gehyra variegata","1979-03-02 19:52:00",0,0,29.9,28.75,21.4742697221875,29.1,29.83,21.7711377407931,1.1,-0.7,"G_variegata","AUSL","Australia"
"1129",7474,"1285_L","L","Gehyra variegata","1978-11-07 20:11:00",0,0,27.5,26.27,15.5228658826917,27.5,27.34,15.2908036108352,1.2,0.2,"G_variegata","AUSL","Australia"
"1130",10271,"3463_L","L","Gehyra variegata","1979-02-28 20:47:00",0,0,23.6,22.37,16.9145448184304,23,23.25,17.9071789112068,1.2,-0.2,"G_variegata","AUSL","Australia"
"1131",10338,"3565_L","L","Gehyra variegata","1979-03-02 21:31:00",0,0,26.8,25.59,19.5018684986739,27.1,26.53,19.9862448491882,1.2,0.6,"G_variegata","AUSL","Australia"
"1132",9330,"2592_L","L","Gehyra variegata","1979-01-21 20:11:00",0,0,27.1,25.83,17.0939208639421,27.4,27.56,18.8259935824289,1.3,-0.2,"G_variegata","AUSL","Australia"
"1133",9770,"2884_L","L","Gehyra variegata","1979-02-08 19:45:00",0,0,30.2,28.9,21.0286732131977,29.6,30.73,23.0418720711699,1.3,-1.1,"G_variegata","AUSL","Australia"
"1134",10208,"3376_L","L","Gehyra variegata","1979-02-26 19:25:00",0,0,23.8,22.48,16.9695351613742,23.5,24.48,19.0012838554861,1.3,-1,"G_variegata","AUSL","Australia"
"1135",10294,"3501_L","L","Gehyra variegata","1979-03-01 19:30:00",0,0,28.9,27.62,21.1953447101024,27.1,28.96,22.0751961370724,1.3,-1.9,"G_variegata","AUSL","Australia"
"1136",7471,"1288_L","L","Gehyra variegata","1978-11-07 20:21:00",0,0,27.4,25.97,15.5228658826917,27.2,26.98,15.2908036108352,1.4,0.2,"G_variegata","AUSL","Australia"
"1137",9333,"2590_L","L","Gehyra variegata","1979-01-21 20:00:00",0,0,28,26.58,17.0939208639421,27.7,28.38,18.8259935824289,1.4,-0.7,"G_variegata","AUSL","Australia"
"1138",9429,"2614_L","L","Gehyra variegata","1979-01-25 20:18:00",0,0,28.4,27.01,18.7349431638274,28.2,28.6,19.907128425262,1.4,-0.4,"G_variegata","AUSL","Australia"
"1139",9721,"2830_L","L","Gehyra variegata","1979-02-06 20:02:00",0,0,29.3,27.93,20.1484851066644,28.3,29.6,21.7603775968894,1.4,-1.3,"G_variegata","AUSL","Australia"
"1140",10295,"3508_L","L","Gehyra variegata","1979-03-01 20:00:00",0,0,28.8,27.35,21.1953447101024,27.5,28.78,22.0751961370724,1.4,-1.3,"G_variegata","AUSL","Australia"
"1141",10339,"3566_L","L","Gehyra variegata","1979-03-02 21:40:00",0,0,26.9,25.51,19.5018684986739,26.6,26.47,19.9862448491882,1.4,0.1,"G_variegata","AUSL","Australia"
"1142",7469,"1282_L","L","Gehyra variegata","1978-11-07 19:55:00",0,0,28.2,26.69,15.5228658826917,28.2,27.84,15.2908036108352,1.5,0.4,"G_variegata","AUSL","Australia"
"1143",7477,"1281_L","L","Gehyra variegata","1978-11-07 19:45:00",0,0,28.4,26.86,15.5228658826917,28.2,28.02,15.2908036108352,1.5,0.2,"G_variegata","AUSL","Australia"
"1144",9720,"2831_L","L","Gehyra variegata","1979-02-06 20:07:00",0,0,29.1,27.6,20.1484851066644,28.2,29.26,21.7603775968894,1.5,-1.1,"G_variegata","AUSL","Australia"
"1145",7439,"1247_L","L","Gehyra variegata","1978-11-06 19:18:00",0,0,26.8,25.24,19.3954842807573,23,27.51,20.3578540114504,1.6,-4.5,"G_variegata","AUSL","Australia"
"1146",7442,"1252_L","L","Gehyra variegata","1978-11-06 20:17:00",0,0,25.4,23.76,18.3179971362784,24.2,25.86,18.9496588294664,1.6,-1.7,"G_variegata","AUSL","Australia"
"1147",7473,"1283_L","L","Gehyra variegata","1978-11-07 20:00:00",0,0,28.2,26.6,15.5228658826917,28.2,27.75,15.2908036108352,1.6,0.4,"G_variegata","AUSL","Australia"
"1148",7475,"1289_L","L","Gehyra variegata","1978-11-07 20:24:00",0,0,27.5,25.88,15.5228658826917,26.5,26.87,15.2908036108352,1.6,-0.4,"G_variegata","AUSL","Australia"
"1149",9993,"3130_L","L","Gehyra variegata","1979-02-17 20:40:00",0,0,27.8,26.18,20.2137773076041,28.4,26.53,21.0562343827452,1.6,1.9,"G_variegata","AUSL","Australia"
"1150",7173,"1001_L","L","Gehyra variegata","1978-10-26 19:22:00",0,0,23,21.27,13.5000449970917,23,21.38,14.4421281390305,1.7,1.6,"G_variegata","AUSL","Australia"
"1151",9990,"3133_L","L","Gehyra variegata","1979-02-17 19:35:00",0,0,30,28.29,21.0598499434942,29.1,28.59,21.7758998830189,1.7,0.5,"G_variegata","AUSL","Australia"
"1152",7222,"1069_L","L","Gehyra variegata","1978-10-28 19:45:00",-2.5,0,20,18.22,20.8566558339767,17.8,19.53,12.9105833711866,1.8,-1.7,"G_variegata","AUSL","Australia"
"1153",7472,"1280_L","L","Gehyra variegata","1978-11-07 20:12:00",0,0,28,26.24,15.5228658826917,28.2,27.31,15.2908036108352,1.8,0.9,"G_variegata","AUSL","Australia"
"1154",9695,"2813_L","L","Gehyra variegata","1979-02-05 20:05:00",0,0,27.7,25.85,18.8624014935252,26.6,27.37,20.499542295081,1.8,-0.8,"G_variegata","AUSL","Australia"
"1155",9987,"3128_L","L","Gehyra variegata","1979-02-17 20:17:00",0,0,28.7,26.84,21.0598499434942,28.5,27.19,21.7758998830189,1.9,1.3,"G_variegata","AUSL","Australia"
"1156",10088,"3253_L","L","Gehyra variegata","1979-02-21 19:15:00",0,0,28.6,26.67,21.1942419528358,28.9,27.29,22.6670781576191,1.9,1.6,"G_variegata","AUSL","Australia"
"1157",10323,"3545_L","L","Gehyra variegata","1979-03-02 19:05:00",0,0,31,29.15,23.8797856362052,28.7,30.09,24.7886259549432,1.9,-1.4,"G_variegata","AUSL","Australia"
"1158",7174,"1003_L","L","Gehyra variegata","1978-10-26 19:36:00",0,0,23.2,21.17,13.0180131090267,22.6,21.31,13.8486358895182,2,1.3,"G_variegata","AUSL","Australia"
"1159",9331,"2591_L","L","Gehyra variegata","1979-01-21 20:09:00",0,0,28,25.96,17.0939208639421,27.8,27.71,18.8259935824289,2,0.1,"G_variegata","AUSL","Australia"
"1160",9994,"3129_L","L","Gehyra variegata","1979-02-17 20:35:00",0,0,28.3,26.32,20.2137773076041,28.4,26.68,21.0562343827452,2,1.7,"G_variegata","AUSL","Australia"
"1161",7610,"1366_L","L","Gehyra variegata","1978-11-12 20:52:00",-2.5,0,17.6,15.46,17.0605412191955,17.6,17.03,11.3542510005003,2.1,0.6,"G_variegata","AUSL","Australia"
