,number,note_book,Site,Genus_species,datetime2,DEP,BT,TC_interp,TC,AT,TA_interp,TA1m,wt,svl,diff_TC,diff_TA,Error,Remove,Notes
2460,18732,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,13/4/1970 10:26,0,33.7,35.98,35.12703341,28.6,31.97,30.82286741,2.7,42,-2.3,-3.4,,,
2487,18788,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 11:10,0,34.4,35.7,35.63086465,27,32.65,32.51774116,3,44,-1.3,-5.6,,,
6411,21092,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,24/9/1970 12:55,0,34.3,35.57,35.60867092,27.9,31.7,31.66690997,10.3,64,-1.3,-3.8,,,
6414,21109,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,24/9/1970 14:26,0,34.3,35.36,35.26882747,30.2,31.35,31.3672517,30,94,-1.1,-1.2,,,
6605,21302,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,2/10/1970 12:02,0,33.6,34.72,34.7073661,26.1,29.28,29.27988601,8.6,58,-1.1,-3.2,,,
2489,18802,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 11:41,0,35.1,35.93,36.06676064,28.4,33.05,33.29970084,2.7,42,-0.8,-4.6,,,
6385,21040,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,23/9/1970 10:58,0,34.9,35.65,35.65713139,30.6,34.38,34.4557892,22.5,87,-0.8,-3.8,,,
2459,18747,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,13/4/1970 10:24,0,35.3,35.91,35.12703341,27.3,31.88,30.82286741,3,44,-0.6,-4.6,,,
2490,18806,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 12:42,0,35.4,35.77,35.63842096,29.3,33.21,33.16447855,1.2,31,-0.4,-3.9,,,
2491,18794,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 12:31,0,35.5,35.85,35.63842096,29.8,33.23,33.16447855,1.7,36,-0.4,-3.4,,,
3382,19626,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,21/5/1970 11:20,0,35.2,35.57,35.77368102,23.8,27.73,27.54508434,4.7,52,-0.4,-3.9,,,
6652,21382,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,4/10/1970 10:29,0,35.2,35.51,34.99830114,28.5,31.77,30.09652541,9.2,63,-0.3,-3.3,,,
2494,18795,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 12:42,0,35.6,35.77,35.63842096,30,33.21,33.16447855,2.5,43,-0.2,-3.2,,,
2462,18754,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,13/4/1970 11:45,0,37.1,37.02,36.98972215,32.2,33.76,33.86056255,1.7,39,0.1,-1.6,,,
2486,18790,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 11:21,0,36,35.78,35.63086465,27.9,32.79,32.51774116,2,39,0.2,-4.9,,,
6412,21097,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,24/9/1970 13:17,0,35.7,35.51,35.60867092,28.7,31.58,31.66690997,7.5,60,0.2,-2.9,,,
6386,21047,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,23/9/1970 12:00,0,36.3,36,36.00144628,33.5,35.22,35.21904931,6.6,58,0.3,-1.7,,,
6603,21285,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,2/10/1970 09:57,0,35.9,35.39,35.37153853,22.2,25.45,25.51397637,11.2,71,0.5,-3.2,,,
2484,18769,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,14/4/1970 10:10,0,35.8,35.17,35.07857786,24.9,29.46,28.84882771,3.5,48,0.6,-4.6,,,
6415,21104,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,24/9/1970 13:55,0,35.9,35.3,35.26882747,28.1,31.39,31.3672517,9.6,63,0.6,-3.3,,,
3383,19631,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,21/5/1970 11:56,0,36,35.2,35.16058743,24.4,28.06,28.10149831,5.7,55,0.8,-3.7,,,
5474,20577,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,16/8/1970 13:21,0,35.5,34.62,34.35760802,21.3,23.45,23.45971119,6.3,53,0.9,-2.1,,,
6630,21359,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,3/10/1970 13:18,0,36.1,35.17,35.04242624,31.6,32.76,32.9260241,8.8,59,0.9,-1.2,,,
2492,18807,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 12:50,0,36.7,35.71,35.63842096,29.3,33.19,33.16447855,3.7,49,1,-3.9,,,
2488,18780,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,14/4/1970 11:37,0,37,35.9,36.06676064,27.8,33,33.29970084,1,30,1.1,-5.2,,,
5426,20524,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,14/8/1970 13:44,0,36.7,35.58,35.75103148,28.5,29.37,29.27351586,5.3,52,1.1,-0.9,,,
3384,19639,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,21/5/1970 13:04,0,36.7,35.46,35.43869386,27.2,28.86,28.83339183,2.7,41,1.2,-1.7,,,
2493,18808,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 12:54,0,37,35.68,35.63842096,29.7,33.18,33.16447855,1.2,31,1.3,-3.5,,,
2496,18796,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 12:52,0,37,35.7,35.63842096,30.6,33.18,33.16447855,3,44,1.3,-2.6,,,
2485,18785,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,14/4/1970 10:54,0,37.2,35.58,35.63086465,27.7,32.15,32.51774116,3,44,1.6,-4.4,,,
6653,21386,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,4/10/1970 10:59,0,37.6,36.05,36.06300012,28.3,33.51,33.56302604,27.1,94,1.6,-5.2,,,
3385,19654,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,21/5/1970 12:48,0,37.1,35.38,35.43869386,27.3,28.69,28.83339183,4.5,51,1.7,-1.4,,,
1187,17373,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,19/2/1970 10:25,0,36.9,34.63,33.94815254,28,31.19,30.03195358,28.5,92,2.3,-3.2,,,
6387,21054,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,23/9/1970 12:55,0,38.4,36.01,36.01091914,34,35.41,35.42527681,5.1,53,2.4,-1.4,,,
1186,17347,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,19/2/1970 10:28,0,37.4,34.71,33.94815254,29.7,31.33,30.03195358,3.2,46,2.7,-1.6,,,
6413,21100,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,24/9/1970 13:40,0,38.1,35.38,35.26882747,27.5,31.47,31.3672517,14.2,76,2.7,-4,,,
2495,18797,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,14/4/1970 13:00,0,38.4,35.64,35.63842096,30,33.16,33.16447855,3,42,2.8,-3.2,,,
6651,21377,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,4/10/1970 10:01,0,37.9,35.02,34.99830114,26.9,30.15,30.09652541,7.8,63,2.9,-3.2,,,
1188,17349,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,19/2/1970 10:36,0,37.9,34.92,35.57297967,30.8,31.7,32.80704563,29,102,3,-0.9,,,
5475,20579,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,16/8/1970 13:28,0,38.1,34.71,34.35760802,21.4,23.44,23.45971119,6.5,56,3.4,-2,,,
5478,20596,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,16/8/1970 16:14,0,34.6,30.66,34.33041369,21.8,21.03,21.45249768,4,48,3.9,0.8,,,
5427,20536,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,14/8/1970 15:09,0,37.2,32.89,33.69653322,28.7,28.41,28.98402379,5.4,53,4.3,0.3,,,
6410,21088,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,24/9/1970 12:25,0,40,35.31,35.09796556,27.8,31.89,32.04681808,7.8,60,4.7,-4.1,,,
6367,21025,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,22/9/1970 17:08,0,35.6,29.23,29.94603005,32.1,27.67,28.12352493,5,49,6.4,4.4,,,
5450,20559,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,15/8/1970 14:26,0,36.4,29.55,30.80224882,22.5,22.43,22.71443837,13.4,70,6.8,0.1,,,
5451,20564,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,15/8/1970 15:02,0,34.8,27.76,27.91036463,22.5,22.01,22.06113121,5.5,55,7,0.5,,,
5452,20562,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,15/8/1970 14:48,0,35.5,28.49,27.91036463,22.2,22.19,22.06113121,6.6,55,7,0,,,
6610,21330,1.Kalahari-RBH-FieldBook 15002-165073,KLX,Agama aculeata,2/10/1970 17:10,0,36.5,24.41,25.90507249,27.6,21.99,22.42669699,17.6,78,12.1,5.6,,,
8779,20595,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLX,Agama aculeata,NA,NA,35.1,NA,NA,22,NA,NA,5.7,54,NA,NA,,,
2194,18538,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:26,0,33.2,34.84,34.33187646,31.2,31.9,30.9798044,1.7,41,-1.6,-0.7,,,
3047,19246,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,7/5/1970 12:06,0,33.7,34.93,35.13301859,18.8,22.48,22.48772428,2.5,42,-1.2,-3.7,,,
6316,20979,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,20/9/1970 15:51,0,34.9,35.56,35.52547397,34.8,31.99,31.52294784,25.4,91,-0.7,2.8,,,
728,16571,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,31/1/1970 08:10,0,33,33.29,32.79198998,27.9,27.59,27.25680128,38.2,97,-0.3,0.3,,,
3045,19247,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,7/5/1970 12:10,0,34.7,34.8,35.13301859,18.3,22.47,22.48772428,2.5,40,-0.1,-4.2,,,
2226,18602,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,3/4/1970 11:50,0,35.4,35.44,35.77549777,32,33.75,33.83842563,1.5,36,0,-1.8,,,
2250,18618,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,4/4/1970 11:13,0,35.8,35.58,35.4990345,31.3,34.69,34.50556676,2.5,40,0.2,-3.4,,,
3048,19223,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,7/5/1970 11:34,0,35.7,35.08,35.13301859,19.7,22.57,22.48772428,4.2,49,0.6,-2.9,,,
2197,18515,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:57,0,36.4,35.46,35.51413089,32.4,32.99,33.09920393,0.5,30,0.9,-0.6,,,
2199,18509,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:37,0,36,35.06,35.51413089,32.2,32.29,33.09920393,1.5,37,0.9,-0.1,,,
2251,18625,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,4/4/1970 11:47,0,36.7,35.8,35.8783135,31.5,35.16,35.33549033,1.5,37,0.9,-3.7,,,
5186,20412,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,4/8/1970 13:34,0,35.9,35.01,34.82217595,17.8,19.62,19.6203619,7.3,59,0.9,-1.8,,,
2223,18558,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,3/4/1970 10:05,0,35.8,34.79,34.88528427,29,30.68,30.44652752,1.5,39,1,-1.7,,,
2224,18601,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,3/4/1970 10:23,0,35.6,34.45,34.88528427,29.1,31.53,30.44652752,1.5,36,1.1,-2.4,,,
2227,18594,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,3/4/1970 11:38,0,36.1,35.03,35.77549777,30.3,33.63,33.83842563,19.5,79,1.1,-3.3,,,
3046,19244,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,7/5/1970 11:59,0,36.2,35.13,35.13301859,18.2,22.49,22.48772428,2.2,39,1.1,-4.3,,,
2196,18534,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:03,0,35.6,34.39,34.33187646,31.5,31.09,30.9798044,1.5,36,1.2,0.4,,,
2200,18517,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:59,0,36.8,35.49,35.51413089,32.6,33.06,33.09920393,2.3,43,1.3,-0.5,,,
2253,18642,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,4/4/1970 11:35,0,37.5,35.72,35.8783135,31.4,34.99,35.33549033,2.2,39,1.8,-3.6,,,
2195,18535,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:10,0,36.4,34.53,34.33187646,31.4,31.33,30.9798044,1.3,37,1.9,0.1,,,
2198,18511,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,2/4/1970 10:41,0,37.3,35.14,35.51413089,31.7,32.43,33.09920393,1.3,36,2.2,-0.7,,,
2252,18627,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,4/4/1970 12:14,0,38.1,35.9,35.8783135,32.4,35.36,35.33549033,1.7,38,2.2,-3,,,
2225,18585,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,3/4/1970 10:38,0,37.1,34.16,33.7388226,29.4,32.24,33.28056108,1,35,2.9,-2.8,,,
18,15813,2.Kalahari-LC-FieldBook-15001-16385.pdf,KLA,Agama aculeata,1/1/1970 17:56,0,33,28.65,28.30285033,30,28.99,28.82897942,NA,97,4.4,1,,,
690,16469,1.Kalahari-RBH-FieldBook 15002-165073,KLA,Agama aculeata,29/1/1970 18:06,0,40.1,32.8,33.19497159,36.9,30.79,30.90652125,40,106,7.3,6.1,,,
4615,20243,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,11/7/1970 13:39,0,25.1,32.71,31.97879242,24.1,23.73,23.64430823,3.7,57,-7.6,0.4,,,
2465,18718,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:37,0,29.3,35.61,36.30345794,26,29.82,31.06565433,7.5,71,-6.3,-3.8,,,
4640,20252,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,12/7/1970 13:34,0,30.1,34.5,33.84215176,24.4,25.21,25.26529917,4.7,58,-4.4,-0.8,,,
2460,18719,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:38,0,31.4,35.64,36.30345794,26,29.88,31.06565433,3.7,54,-4.2,-3.9,,,
4639,20254,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,12/7/1970 13:34,0,30.6,34.5,33.84215176,24.4,25.21,25.26529917,4,55,-3.9,-0.8,,,
6631,21339,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,3/10/1970 10:20,0,32,35.68,34.93468822,26.3,31.69,30.79743782,4.3,56,-3.7,-5.4,,,
2497,18773,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 10:52,0,32.1,35.43,35.40251793,36.8,32.16,32.64981078,13.2,82,-3.3,4.6,,,
2492,18777,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 11:12,0,32.7,35.92,35.40251793,27.3,32.82,32.64981078,4.7,61,-3.2,-5.5,,,
2495,18771,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 10:42,0,32.2,35.45,35.40251793,27.2,31.54,32.64981078,10.7,79,-3.2,-4.3,,,
2463,18741,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:42,0,32.8,35.76,36.30345794,26,30.09,31.06565433,4,56,-3,-4.1,,,
1185,17367,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,19/2/1970 09:15,0,32.5,35.36,35.29283693,27,28.79,28.3755758,12,83,-2.9,-1.8,,,
2496,18774,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 10:58,0,32.5,35.41,35.40251793,37.1,32.53,32.64981078,11.7,75,-2.9,4.6,,,
2500,18809,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 12:59,0,35.3,37.67,37.66579786,29.9,33.45,33.45093334,3,55,-2.4,-3.6,,,
2494,18775,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 11:05,0,33.3,35.62,35.40251793,37.4,32.72,32.64981078,4.2,59,-2.3,4.7,,,
2464,18726,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:44,0,33.8,35.82,36.30345794,28.8,30.2,31.06565433,1.2,41,-2,-1.4,,,
2469,18737,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 11:51,150,32.7,34.65,34.65353313,29.4,34.09,34.14998615,7,65,-1.9,-4.7,,,
2493,18776,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 11:06,0,33.9,35.66,35.40251793,27.4,32.74,32.64981078,12.5,81,-1.8,-5.3,,,
2462,18725,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:33,0,33.8,35.49,36.30345794,26.7,29.61,31.06565433,4.5,61,-1.7,-2.9,,,
2498,18772,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/4/1970 10:46,0,33.7,35.44,35.40251793,36.8,31.78,32.64981078,9,81,-1.7,5,,,
4641,20253,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,12/7/1970 13:34,0,33.2,34.5,33.84215176,24.4,25.21,25.26529917,12.5,84,-1.3,-0.8,,,
2458,18716,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:16,0,33.9,34.98,34.4922779,24.3,28.69,27.82279575,7.7,74,-1.1,-4.4,,,
3387,19630,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,21/5/1970 11:51,0,34.5,35.52,35.58735422,24.4,28.26,28.35001046,2,48,-1,-3.9,,,
5431,20512,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,14/8/1970 11:55,0,34.9,35.65,35.64177041,25.7,29.56,29.6201612,5.1,64,-0.8,-3.9,,,
6614,21328,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,2/10/1970 16:52,0,33.3,34.06,33.83899124,28,22.53,22.40597406,10.4,80,-0.8,5.5,,,
2457,18715,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:10,0,34.6,34.79,34.4922779,24.8,28.36,27.82279575,5.2,61,-0.2,-3.6,,,
6635,21360,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,3/10/1970 13:30,0,35.2,35.29,34.94639486,31.5,32.7,32.40755313,3,52,-0.1,-1.2,,,
4614,20242,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,11/7/1970 13:30,0,33.2,33.02,31.97879242,23.2,23.77,23.64430823,9.5,79,0.2,-0.6,,,
5457,20554,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,15/8/1970 13:43,0,34.5,34.2,33.89039959,22.8,22.82,22.7378443,4.6,61,0.3,0,,,
2459,18724,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:28,0,35.8,35.34,34.4922779,25.8,29.34,27.82279575,12.5,83,0.5,-3.5,,,
2461,18717,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 09:32,0,36,35.46,36.30345794,25.3,29.55,31.06565433,4.2,61,0.5,-4.2,,,
2468,18761,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 12:25,150,36.4,35.82,34.65353313,31,33.98,34.14998615,13.5,83,0.6,-3,,,
2467,18762,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 12:26,150,37,35.87,34.65353313,31,33.98,34.14998615,13.7,84,1.1,-3,,,
2466,18752,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,13/4/1970 10:45,150,36.4,35.07,34.65239731,29.6,33.09,33.77062899,3,52,1.3,-3.5,,,
5483,20593,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,16/8/1970 15:45,0,34.3,32.78,31.8430943,22.6,21.91,21.51872467,4.9,60,1.5,0.7,,,
6612,21323,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,2/10/1970 16:35,0,36.3,34.52,33.83899124,37.7,22.8,22.40597406,4.4,58,1.8,14.9,,,
6613,21322,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,2/10/1970 16:35,0,37.4,34.52,33.83899124,37.7,22.8,22.40597406,4.9,63,2.9,14.9,,,
4613,20244,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,11/7/1970 13:39,0,36.3,32.71,31.97879242,24.1,23.73,23.64430823,14.7,88,3.6,0.4,,,
5484,20598,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLX,Trachylepis sparsa,16/8/1970 16:59,-2.5,36.7,30.22,30.19731054,22.1,19.64,19.60673788,2.8,55,6.5,2.5,,,
6167,20903,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/9/1970 13:21,0,29.6,34.88,34.7283111,27.9,29,29.10795407,18.1,94,-5.3,-1.1,,,
3669,19874,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,1/6/1970 13:26,0,29.9,35.12,35.25427148,17.7,18.06,18.1042591,11.5,79,-5.2,-0.4,,,
4508,20078,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,6/7/1970 12:05,0,30.2,34.88,34.82947413,22.2,23.6,23.53875167,11.7,79,-4.7,-1.4,,,
3666,19885,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,1/6/1970 12:35,0,30.8,34.82,35.25427148,17.4,17.48,18.1042591,16.3,92,-4,-0.1,,,
1722,18453,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/3/1970 10:12,0,31.4,35.13,35.08750357,29.8,28.74,28.08524478,10.5,82,-3.7,1.1,,,
3205,19422,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/5/1970 11:18,0,32.4,35.14,35.0166376,21.7,25.36,25.04392465,16.7,89,-2.7,-3.7,,,
6166,20896,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/9/1970 12:29,0,32.4,35.13,35.49937423,25.7,29.17,29.22325343,14.6,85,-2.7,-3.5,,,
1728,18503,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/3/1970 11:00,0,32.7,35.28,35.27963836,30.9,31.35,31.35419617,20.2,95,-2.6,-0.5,,,
4533,20130,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,7/7/1970 11:03,0,32.8,35.16,35.16482159,19.2,23.71,23.66794153,1,42,-2.4,-4.5,,,
5327,20462,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,9/8/1970 13:23,0,31,33.37,33.90236613,17.1,19.2,19.19360286,8.7,75,-2.4,-2.1,,,
1725,18522,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/3/1970 11:10,0,33.1,35.31,35.27963836,32.1,31.47,31.35419617,16.2,93,-2.2,0.6,,,
3668,19871,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,1/6/1970 13:10,0,33.4,35.2,35.25427148,16.2,18.09,18.1042591,16.5,88,-1.8,-1.9,,,
1729,18521,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/3/1970 11:09,0,33.7,35.31,35.27963836,32.1,31.46,31.35419617,9.5,78,-1.6,0.6,,,
3209,19435,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/5/1970 12:32,0,33.8,35.32,35.21691791,25.5,26.51,26.86320288,12.5,84,-1.5,-1,,,
6168,20899,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/9/1970 13:00,0,33.4,34.73,34.7283111,26.7,29.11,29.10795407,15.7,91,-1.3,-2.4,,,
1726,18483,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,13/3/1970 10:42,0,34,35.22,35.27963836,31.3,30.37,31.35419617,17.2,91,-1.2,0.9,,,
3181,19390,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,12/5/1970 14:31,0,32.7,33.95,32.55936703,25,25.74,25.50684154,5,66,-1.2,-0.7,,,
3667,19889,8.Kalahari-RBH-FieldBook-19961-21537.pdf,KLK,Trachylepis sparsa,1/6/1970 13:10,0,34.1,35.2,35.25427148,16.7,18.09,18.1042591,2.5,53,-1.1,-1.4,,,
