Region,ID,Site,Genus_species,datetime2,DEP,SHADE,BT,TC_interp,TC,AT,TA_interp,TA1m,diff_TC,diff_TA,Error,Remove,Notes
Au,3702_R,R,Ctenophorus isolepis,5/3/1979 09:35,0,36,39.4,38.1,38.57767976,29.1,31.78,33.80075859,1.3,-2.7,,N,
Au,3704_R,R,Ctenophorus isolepis,5/3/1979 10:40,0,0,39,39.81,35.14099475,34,35.26,31.31079511,-0.8,-1.3,,N,
Au,3744_R,R,Ctenophorus isolepis,6/3/1979 09:03,0,45,39.7,38.62,38.65317056,25.7,27.72,33.17821791,1.1,-2,,N,
Au,3755_R,R,Ctenophorus isolepis,6/3/1979 10:19,0,30,38.7,37.76,38.98817084,27.8,29.92,31.55828648,0.9,-2.1,,N,
Au,3756_R,R,Ctenophorus isolepis,6/3/1979 10:23,0,30,38.9,37.73,38.98817084,27.9,30.05,31.55828648,1.2,-2.2,,N,
Au,3759_R,R,Ctenophorus isolepis,6/3/1979 11:17,0,0,42.2,37.55,34.6373807,26.3,31.53,28.94736943,4.7,-5.2,,N,
Au,3760_R,R,Ctenophorus isolepis,6/3/1979 11:31,-2.5,50,38.5,37.64,36.59142813,29.2,31.78,26.13321753,0.9,-2.6,,N,
Au,3766_R,R,Ctenophorus isolepis,6/3/1979 10:00,0,30,39,37.91,38.98817084,26,29.32,31.55828648,1.1,-3.3,,N,
Au,3767_R,R,Ctenophorus isolepis,6/3/1979 10:07,0,30,40.6,37.85,38.98817084,25.5,29.54,31.55828648,2.8,-4,,N,
Au,3768_R,R,Ctenophorus isolepis,6/3/1979 11:55,-2.5,50,38,37.79,36.59142813,26,32.21,26.13321753,0.2,-6.2,Beh,Y,off gorund
Au,3770_R,R,Ctenophorus isolepis,6/3/1979 16:30,-2.5,50,40.4,38.82,29.73638374,32.2,32.37,21.71711744,1.6,-0.2,,N,
Au,3829_R,R,Ctenophorus isolepis,8/3/1979 13:30,-2.5,50,41.7,42.01,33.63419849,38.3,37.52,25.91132957,-0.3,0.8,,N,
Au,3833_R,R,Ctenophorus isolepis,8/3/1979 08:12,0,50,40.1,35.61,40.18219065,31,26.57,36.75933343,4.5,4.4,Beh,Y,Open shade under Spenifix
Au,3834_R,R,Ctenophorus isolepis,8/3/1979 08:25,0,50,39.1,36.22,40.18219065,30.2,28.5,36.75933343,2.9,1.7,,N,
Au,3836_R,R,Ctenophorus isolepis,8/3/1979 09:14,0,50,37.5,38.35,38.81194821,34,34.35,36.64124212,-0.9,-0.4,,N,
Au,3837_R,R,Ctenophorus isolepis,8/3/1979 09:27,0,50,40.8,38.79,38.81194821,34.4,34.95,36.64124212,2,-0.6,,N,
Au,3838_R,R,Ctenophorus isolepis,8/3/1979 10:02,0,36,37.8,39.99,38.64207128,36,36.5,34.75012835,-2.2,-0.5,,N,
Au,3839_R,R,Ctenophorus isolepis,8/3/1979 10:28,0,36,39.5,40.76,38.64207128,35.5,36.83,34.75012835,-1.3,-1.3,,N,
Au,3850_R,R,Ctenophorus isolepis,8/3/1979 15:54,-2.5,50,39.5,38.95,31.41447378,36.9,36.65,25.71255295,0.5,0.2,,N,
Au,3862_R,R,Ctenophorus isolepis,9/3/1979 07:10,0,50,28.9,36.72,40.38773589,22.3,21.74,35.65403663,-7.8,0.6,beh,Y,base shrub
Au,3872_R,R,Ctenophorus isolepis,9/3/1979 07:47,0,50,35.4,34.55,40.58918355,25,22.66,36.89110211,0.9,2.3,,N,
Au,3874_R,R,Ctenophorus isolepis,9/3/1979 07:30,0,50,35.5,35.55,40.58918355,23.7,22.24,36.89110211,0,1.5,,N,
Au,3915_R,R,Ctenophorus isolepis,11/3/1979 07:42,-5,50,36.1,35.36,45.15630738,29.5,27.49,40.5800833,0.7,2,,N,
Au,3916_R,R,Ctenophorus isolepis,11/3/1979 07:58,-5,50,38.1,36.48,45.15630738,30.2,28.33,40.5800833,1.6,1.9,,N,
Au,3917_R,R,Ctenophorus isolepis,11/3/1979 08:27,-5,50,40.2,37.41,45.15630738,34.8,31.36,40.5800833,2.8,3.4,,N,
Au,3918_R,R,Ctenophorus isolepis,11/3/1979 08:43,0,50,38,37.88,42.42738432,35,33.09,39.79231221,0.1,1.9,,N,
Au,3919_R,R,Ctenophorus isolepis,11/3/1979 08:54,0,50,41.5,38.21,42.42738432,36.8,34.28,39.79231221,3.3,2.5,,N,
Au,3920_R,R,Ctenophorus isolepis,11/3/1979 08:55,0,50,39.8,38.24,42.42738432,36.8,34.39,39.79231221,1.6,2.4,,N,
Au,3921_R,R,Ctenophorus isolepis,11/3/1979 09:12,0,50,39.1,38.84,42.42738432,36.8,35.39,39.79231221,0.3,1.4,,N,
Au,3922_R,R,Ctenophorus isolepis,11/3/1979 09:23,0,50,39.4,39.26,42.42738432,36.9,35.8,39.79231221,0.1,1.1,,N,
Au,3923_R,R,Ctenophorus isolepis,11/3/1979 09:27,0,50,39.6,39.41,42.42738432,37,35.95,39.79231221,0.2,1,,N,
Au,3924_R,R,Ctenophorus isolepis,11/3/1979 09:58,0,50,38.5,40.58,38.94913714,37.8,37.11,37.68868229,-2.1,0.7,,N,
Au,3928_R,R,Ctenophorus isolepis,11/3/1979 09:55,0,50,39.2,40.47,38.94913714,38.2,37,37.68868229,-1.3,1.2,,N,
Au,3944_R,R,Ctenophorus isolepis,12/3/1979 07:55,0,50,32.9,38.28,41.94435775,30.5,27.22,38.24347155,-5.4,3.3,beh,Y,off ground
Au,3947_R,R,Ctenophorus isolepis,12/3/1979 10:10,0,42,41.4,41.14,38.50152083,32.8,37.32,36.36727948,0.3,-4.5,,N,
Au,3951_R,R,Ctenophorus isolepis,12/3/1979 08:30,0,50,36.4,38.53,40.40528699,32.9,30.33,38.24807012,-2.1,2.6,,N,
Au,3953_R,R,Ctenophorus isolepis,12/3/1979 08:56,0,50,37.5,38.52,40.40528699,33,32.9,38.24807012,-1,0.1,,N,
Au,3955_R,R,Ctenophorus isolepis,12/3/1979 10:36,0,0,40,41.91,37.71458703,38.2,37.81,33.67066534,-1.9,0.4,,N,
Au,3956_R,R,Ctenophorus isolepis,12/3/1979 10:47,0,0,42.4,42.24,37.71458703,39.6,38.01,33.67066534,0.2,1.6,,N,
Au,3957_R,R,Ctenophorus isolepis,12/3/1979 11:06,0,0,40.5,42.62,37.71458703,39.5,38.26,33.67066534,-2.1,1.2,,N,
Au,3964_R,R,Ctenophorus isolepis,12/3/1979 08:28,0,50,36,38.54,41.94435775,31,30.13,38.24347155,-2.5,0.9,,N,
Au,3967_R,R,Ctenophorus isolepis,12/3/1979 09:35,0,42,37.8,39.87,38.50152083,32.4,35.53,36.36727948,-2.1,-3.1,,N,
Au,3971_R,R,Ctenophorus isolepis,12/3/1979 16:42,0,0,40.5,39.07,29.55234936,37.3,36.93,28.7742127,1.4,0.4,,N,
Au,3972_R,R,Ctenophorus isolepis,12/3/1979 16:49,0,0,39.8,38.85,29.55234936,37,36.71,28.7742127,0.9,0.3,,N,
Au,4043_R,R,Ctenophorus isolepis,13/3/1979 14:30,0,0,40,38.84,29.30350116,33.8,34.63,29.03651555,1.2,-0.8,,N,
Au,4048_R,R,Ctenophorus isolepis,13/3/1979 17:25,0,0,34.8,37.62,28.55048106,32,32.57,28.5538439,-2.8,-0.6,,N,
Au,4049_R,R,Ctenophorus isolepis,13/3/1979 15:04,0,0,37.1,38.77,29.30350116,34.8,34.33,29.03651555,-1.7,0.5,,N,
Au,4050_R,R,Ctenophorus isolepis,13/3/1979 15:39,0,0,38.9,38.54,28.93273096,33.4,34.29,28.84753525,0.4,-0.9,,N,
Au,4051_R,R,Ctenophorus isolepis,13/3/1979 16:01,0,0,37.9,38.4,28.93273096,31,34.25,28.84753525,-0.5,-3.2,,N,
Au,4052_R,R,Ctenophorus isolepis,13/3/1979 16:07,0,0,37.2,38.41,28.93273096,31,34.11,28.84753525,-1.2,-3.1,,N,
Au,4053_R,R,Ctenophorus isolepis,13/3/1979 17:12,0,0,35.2,38.09,28.55048106,32,32.74,28.5538439,-2.9,-0.7,,N,
Au,4092_R,R,Ctenophorus isolepis,14/3/1979 08:25,-5,50,39.1,39.45,44.39529237,35,33.6,40.96780388,-0.4,1.4,,N,
Au,834_R,R,Ctenophorus isolepis,21/8/1978 09:20,0,0,31.3,33.66,29.74969474,19.6,15.98,19.9831912,-2.4,3.6,,N,
Au,864_R,R,Ctenophorus isolepis,25/8/1978 12:50,-2.5,50,36,32.82,13.55857642,17.6,15.88,10.8391052,3.2,1.7,,N,
Au,873_R,R,Ctenophorus isolepis,27/8/1978 13:34,-2.5,50,35.6,32.09,13.06089817,20.2,19.77,10.80451961,3.5,0.4,,N,
Au,887_R,R,Ctenophorus isolepis,30/8/1978 11:45,-2.5,50,36.7,38.33,17.90566874,22,21.07,15.80268471,-1.6,0.9,,N,
Au,889_R,R,Ctenophorus isolepis,30/8/1978 13:04,-2.5,50,37.4,38.44,16.82710092,23.2,21.96,15.35229921,-1,1.2,,N,
Au,895_R,R,Ctenophorus isolepis,31/8/1978 11:30,-2.5,50,36.5,36.05,18.76126736,20.4,20.81,17.03525789,0.5,-0.4,,N,
Au,897_R,R,Ctenophorus isolepis,31/8/1978 11:40,-2.5,50,37.4,36.55,18.76126736,21.3,20.95,17.03525789,0.9,0.4,,N,
Au,898_R,R,Ctenophorus isolepis,31/8/1978 13:20,-2.5,50,36.2,38.02,17.72899062,22.4,21.73,16.61022688,-1.8,0.7,,N,
Au,899_R,R,Ctenophorus isolepis,31/8/1978 13:40,-2.5,50,37.3,37.92,16.50489611,23.4,21.79,12.32042149,-0.6,1.6,,N,
Au,940_R,R,Ctenophorus isolepis,18/10/1978 09:45,0,0,32,30.64,37.06451876,19.7,15.26,18.33118148,1.4,4.4,,N,
Au,943_R,R,Ctenophorus isolepis,19/10/1978 09:53,0,0,37,37.95,37.28375249,24,20.11,22.34059862,-1,3.9,,N,
Au,945_R,R,Ctenophorus isolepis,19/10/1978 10:30,-2.5,50,34.1,38.13,20.608426,24.2,21.93,19.20025757,-4,2.3,,N,
Au,950_R,R,Ctenophorus isolepis,20/10/1978 11:20,-2.5,50,38.1,38.78,22.84502178,26.3,27.78,19.49496505,-0.7,-1.5,,N,
Au,2894_L,L,Ctenophorus isolepis,9/2/1979 10:20,0,50,36.2,43.52,40.27268688,37,40,38.72320298,-7.3,-3,behav,Y,
Au,1047_L,L,Ctenophorus isolepis,28/10/1978 09:25,0,0,36.2,38.55,35.62587047,23.8,18.92,25.31779659,-2.3,4.9,ERA5,Y,
Au,3030_L,L,Ctenophorus isolepis,15/2/1979 16:20,-2.5,50,38,36.24,28.0972641,34.2,28,24.96100997,1.8,6.2,ERA5,Y,
Au,3034_L,L,Ctenophorus isolepis,15/2/1979 17:05,-2.5,50,37.6,33.82,27.52447903,31.9,26.84,25.05450606,3.8,5.1,ERA5,Y,
Au,3042_L,L,Ctenophorus isolepis,15/2/1979 16:28,-2.5,50,38.5,35.79,28.0972641,33,27.74,24.96100997,2.7,5.3,ERA5,Y,
Au,3043_L,L,Ctenophorus isolepis,15/2/1979 16:31,-2.5,50,40,35.63,27.52447903,33.1,27.64,25.05450606,4.4,5.5,ERA5,Y,
Au,3044_L,L,Ctenophorus isolepis,15/2/1979 16:38,-2.5,50,39.4,35.24,27.52447903,33,27.41,25.05450606,4.2,5.6,ERA5,Y,
Au,3046_L,L,Ctenophorus isolepis,15/2/1979 16:55,-2.5,50,37,34.28,27.52447903,32.1,26.86,25.05450606,2.7,5.2,ERA5,Y,
Au,3276_L,L,Ctenophorus isolepis,25/2/1979 10:15,0,36,32.3,38.74,38.8939955,26.9,32.78,35.3848482,-6.4,-5.9,ERA5,Y,
Au,3281_L,L,Ctenophorus isolepis,25/2/1979 08:15,0,50,32.4,38.03,38.99846595,26,23.66,36.32343696,-5.6,2.3,ERA5,Y,
Au,3312_L,L,Ctenophorus isolepis,25/2/1979 16:32,-2.5,50,33.2,38.91,25.89868718,33,35.74,27.19525987,-5.7,-2.7,ERA5,Y,
Au,3313_L,L,Ctenophorus isolepis,25/2/1979 16:38,-2.5,50,35,38.91,25.89868718,28,35.66,27.19525987,-3.9,-7.7,ERA5,Y,
Au,855_L,L,Ctenophorus isolepis,24/8/1978 14:05,-2.5,50,37,30.86,13.26945351,24.6,20.24,11.10044573,6.1,4.4,behav,Y,
Au,2984_L,L,Ctenophorus isolepis,15/2/1979 08:42,0,0,31.4,37.03,37.36115294,26.2,28.47,28.64530864,-5.6,-2.3,,N,
Au,2985_L,L,Ctenophorus isolepis,15/2/1979 08:44,0,0,31.6,37.1,37.36115294,26.2,28.67,28.64530864,-5.5,-2.5,,N,
Au,2986_L,L,Ctenophorus isolepis,15/2/1979 08:54,0,0,32,37.49,37.36115294,27.4,29.66,28.64530864,-5.5,-2.3,,N,
Au,1305_L,L,Ctenophorus isolepis,11/11/1978 14:03,-2.5,50,38,32.72,16.57188701,21.4,18.6,16.19059817,5.3,2.8,behav,Y,
Au,1306_L,L,Ctenophorus isolepis,11/11/1978 14:08,-2.5,50,38.6,32.56,16.57188701,20.2,18.7,16.19059817,6,1.5,behav,Y,
Au,1307_L,L,Ctenophorus isolepis,11/11/1978 15:30,-2.5,50,35.8,30.26,15.29943796,21.8,19.44,14.76744834,5.5,2.4,behav,Y,
Au,1311_L,L,Ctenophorus isolepis,11/11/1978 14:09,-2.5,50,38.5,32.53,16.57188701,20.5,18.72,16.19059817,6,1.8,behav,Y,
Au,1313_L,L,Ctenophorus isolepis,11/11/1978 14:30,-2.5,50,37,31.87,15.76623403,21.5,19.12,14.95975427,5.1,2.4,behav,Y,
Au,2845_L,L,Ctenophorus isolepis,7/2/1979 10:41,0,0,35.9,41.18,36.76294903,33.6,36.01,33.32397757,-5.3,-2.4,behav,Y,
Au,1014_L,L,Ctenophorus isolepis,27/10/1978 11:40,-2.5,50,31,37.85,21.17288584,20,24.5,19.96637952,-6.9,-4.5,ERA5,Y,
Au,1028_L,L,Ctenophorus isolepis,27/10/1978 13:15,-2.5,50,32.5,38.54,20.44555182,25.5,26,19.7098273,-6,-0.5,ERA5,Y,
Au,3066_L,L,Ctenophorus isolepis,16/2/1979 17:39,-2.5,50,29,36.71,25.43863291,28.2,30.48,23.90255407,-7.7,-2.3,individual,Y,
Au,1388_L,L,Ctenophorus isolepis,13/11/1978 10:35,0,0,34.2,38.17,29.5813783,NA,24.91,24.25940664,-4,NA,behav,Y,
Au,2341_L,L,Ctenophorus isolepis,8/1/1979 09:38,0,50,32.4,39.89,40.82118926,25.1,35.26,38.3808488,-7.5,-10.2,behav,Y,
Au,3356_L,L,Ctenophorus isolepis,26/2/1979 09:29,0,30,41.8,36.7,38.18605223,24.6,25.71,30.52338761,5.1,-1.1,ERA5,Y,
Au,3411_L,L,Ctenophorus isolepis,28/2/1979 09:30,0,27,32.4,38.3,38.75359597,24.6,28.29,30.11812958,-5.9,-3.7,ERA5,Y,
Au,1011_L,L,Ctenophorus isolepis,27/10/1978 10:40,-2.5,50,38.2,37.81,22.37097224,20.3,21.89,21.06926047,0.4,-1.6,,N,
Au,1018_L,L,Ctenophorus isolepis,27/10/1978 11:35,-2.5,50,34,37.78,21.17288584,22.5,24.31,19.96637952,-3.8,-1.8,,N,
Au,1020_L,L,Ctenophorus isolepis,27/10/1978 13:11,-2.5,50,38.2,38.58,20.44555182,23.4,25.97,19.7098273,-0.4,-2.6,,N,
Au,1021_L,L,Ctenophorus isolepis,27/10/1978 13:39,-2.5,50,39.3,38.29,19.59784106,22.9,26.17,18.1791408,1,-3.3,,N,
Au,1023_L,L,Ctenophorus isolepis,27/10/1978 13:55,-2.5,50,38.4,38.13,19.59784106,22.6,26.28,18.1791408,0.3,-3.7,,N,
Au,1027_L,L,Ctenophorus isolepis,27/10/1978 14:36,-2.5,50,34,38.38,18.83645291,22.5,26.97,17.17628588,-4.4,-4.5,,N,
Au,1029_L,L,Ctenophorus isolepis,27/10/1978 13:40,-2.5,50,37,38.28,19.59784106,26,26.17,18.1791408,-1.3,-0.2,,N,
Au,1030_L,L,Ctenophorus isolepis,27/10/1978 14:00,-2.5,50,38.5,38.07,19.59784106,24.5,26.32,18.1791408,0.4,-1.8,,N,
Au,1031_L,L,Ctenophorus isolepis,27/10/1978 14:20,-2.5,50,36.4,38.24,19.59784106,23.2,26.68,18.1791408,-1.8,-3.5,,N,
Au,1032_L,L,Ctenophorus isolepis,27/10/1978 14:30,-2.5,50,34.5,38.33,18.83645291,22.2,26.86,17.17628588,-3.8,-4.7,,N,
Au,1046_L,L,Ctenophorus isolepis,28/10/1978 08:15,0,24,35.5,35,38.6033094,18.8,16.68,25.8433059,0.5,2.1,,N,
Au,1048_L,L,Ctenophorus isolepis,28/10/1978 09:50,0,0,30.5,38.63,29.30380123,22.2,19.37,23.85253826,-8.1,2.8,behav,N,
Au,1049_L,L,Ctenophorus isolepis,28/10/1978 09:50,0,0,37.5,38.63,29.30380123,19.5,19.37,23.85253826,-1.1,0.1,,N,
Au,1050_L,L,Ctenophorus isolepis,28/10/1978 09:55,0,0,35,38.65,29.30380123,20.4,19.46,23.85253826,-3.6,0.9,,N,
Au,1051_L,L,Ctenophorus isolepis,28/10/1978 10:00,0,0,38.5,38.67,29.30380123,21.5,19.55,23.85253826,-0.2,1.9,,N,
Au,1052_L,L,Ctenophorus isolepis,28/10/1978 10:05,0,0,37.5,38.61,29.30380123,22,19.79,23.85253826,-1.1,2.2,,N,
Au,1053_L,L,Ctenophorus isolepis,28/10/1978 10:25,0,0,39.2,38.36,29.30380123,21.5,20.72,23.85253826,0.8,0.8,,N,
Au,1059_L,L,Ctenophorus isolepis,28/10/1978 15:30,-2.5,50,35.8,37.11,19.06004152,24.5,25.58,15.48219823,-1.3,-1.1,,N,
Au,1060_L,L,Ctenophorus isolepis,28/10/1978 15:35,-2.5,50,36,36.87,19.06004152,24.4,25.54,15.48219823,-0.9,-1.1,,N,
Au,1061_L,L,Ctenophorus isolepis,28/10/1978 15:37,-2.5,50,35,36.77,19.06004152,23,25.52,15.48219823,-1.8,-2.5,,N,
Au,1063_L,L,Ctenophorus isolepis,28/10/1978 15:55,-2.5,50,35.5,35.87,19.06004152,24.4,25.36,15.48219823,-0.4,-1,,N,
Au,1064_L,L,Ctenophorus isolepis,28/10/1978 16:22,-2.5,50,36.5,33.31,19.06004152,24,24.78,15.48219823,3.2,-0.8,,N,
Au,1066_L,L,Ctenophorus isolepis,28/10/1978 16:30,-2.5,50,35.5,32.46,18.39329098,24.5,24.59,15.25866116,3,-0.1,,N,
Au,1238_L,L,Ctenophorus isolepis,6/11/1978 16:07,-2.5,50,37.7,38.05,25.70591558,31.1,34.25,21.42586735,-0.3,-3.1,,N,
Au,1239_L,L,Ctenophorus isolepis,6/11/1978 16:10,-2.5,50,38,38.08,25.70591558,31.7,34.18,21.42586735,-0.1,-2.5,,N,
Au,1241_L,L,Ctenophorus isolepis,6/11/1978 16:38,-2.5,50,38,38.36,24.98740615,31.4,33.49,20.83219775,-0.4,-2.1,,N,
Au,1242_L,L,Ctenophorus isolepis,6/11/1978 17:04,-2.5,50,38.8,37.98,24.98740615,31.1,32.67,20.83219775,0.8,-1.6,,N,
Au,1243_L,L,Ctenophorus isolepis,6/11/1978 17:09,-2.5,50,39.8,37.24,24.98740615,31.1,32.33,20.83219775,2.6,-1.2,,N,
Au,1255_L,L,Ctenophorus isolepis,7/11/1978 07:21,0,50,37.6,38.03,38.70035952,27.4,24.34,34.9491059,-0.4,3.1,,N,
Au,1259_L,L,Ctenophorus isolepis,7/11/1978 08:25,0,50,40.5,38.14,39.26838311,32.2,28.29,35.82531487,2.4,3.9,,N,
Au,1260_L,L,Ctenophorus isolepis,7/11/1978 08:43,0,45,41.2,37.87,38.38665461,30.2,29.15,34.69401685,3.3,1.1,,N,
Au,1261_L,L,Ctenophorus isolepis,7/11/1978 08:58,0,45,38.2,37.65,38.38665461,29.8,29.87,34.69401685,0.6,-0.1,,N,
Au,1262_L,L,Ctenophorus isolepis,7/11/1978 09:20,0,45,39.6,37.9,38.38665461,32.4,30.42,34.69401685,1.7,2,,N,
Au,1263_L,L,Ctenophorus isolepis,7/11/1978 10:20,0,33,38.4,39.2,38.33108245,32,32.44,33.31532293,-0.8,-0.4,,N,
Au,1264_L,L,Ctenophorus isolepis,7/11/1978 16:25,-2.5,50,37.8,38.36,28.02088896,35,34.12,24.32918681,-0.6,0.9,,N,
Au,1265_L,L,Ctenophorus isolepis,7/11/1978 16:35,-2.5,50,36.4,38.35,24.10299237,33.6,33.89,22.86079768,-2,-0.3,,N,
Au,1266_L,L,Ctenophorus isolepis,7/11/1978 16:38,-2.5,50,38.6,38.35,24.10299237,33,33.82,22.86079768,0.2,-0.8,,N,
Au,1267_L,L,Ctenophorus isolepis,7/11/1978 16:41,-2.5,50,38.6,38.35,24.10299237,33.6,33.75,22.86079768,0.2,-0.1,,N,
Au,1268_L,L,Ctenophorus isolepis,7/11/1978 16:43,-2.5,50,38.4,38.35,24.10299237,32.2,33.71,22.86079768,0,-1.5,,N,
Au,1269_L,L,Ctenophorus isolepis,7/11/1978 16:55,-2.5,50,36.7,38.34,24.10299237,33.8,33.43,22.86079768,-1.6,0.4,,N,
Au,1270_L,L,Ctenophorus isolepis,7/11/1978 16:59,-2.5,50,39.2,38.33,24.10299237,33.8,33.34,22.86079768,0.9,0.5,,N,
Au,1271_L,L,Ctenophorus isolepis,7/11/1978 17:11,-2.5,50,38.6,37.21,24.10299237,32.8,32.81,22.86079768,1.4,0,,N,
Au,1272_L,L,Ctenophorus isolepis,7/11/1978 17:16,-2.5,50,37.2,36.7,24.10299237,32.8,32.59,22.86079768,0.5,0.2,,N,
Au,1273_L,L,Ctenophorus isolepis,7/11/1978 17:22,-2.5,50,35.8,36.09,24.10299237,32,32.31,22.86079768,-0.3,-0.3,,N,
Au,1274_L,L,Ctenophorus isolepis,7/11/1978 17:25,-2.5,50,38.2,35.78,24.10299237,32.6,32.18,22.86079768,2.4,0.4,,N,
Au,1275_L,L,Ctenophorus isolepis,7/11/1978 17:30,-2.5,50,36.4,35.27,22.15342713,32.8,31.95,18.74755951,1.1,0.8,,N,
Au,1276_L,L,Ctenophorus isolepis,7/11/1978 17:32,-2.5,50,35.4,35.06,22.15342713,32.8,31.86,18.74755951,0.3,0.9,,N,
Au,1277_L,L,Ctenophorus isolepis,7/11/1978 17:43,-2.5,50,36.4,33.94,22.15342713,32,31.36,18.74755951,2.5,0.6,,N,
Au,1278_L,L,Ctenophorus isolepis,7/11/1978 17:08,-2.5,50,37.4,37.51,24.10299237,32,32.95,22.86079768,-0.1,-1,,N,
Au,1297_L,L,Ctenophorus isolepis,11/11/1978 12:00,-2.5,50,33.8,32.65,17.57627977,23.2,18.81,17.3493414,1.1,4.4,,N,
Au,1299_L,L,Ctenophorus isolepis,11/11/1978 12:23,-2.5,50,33.6,33.6,17.57627977,21.6,18.92,17.3493414,0,2.7,,N,
Au,1300_L,L,Ctenophorus isolepis,11/11/1978 12:45,-2.5,50,31.2,34.52,17.03944326,20.8,19.03,17.60311062,-3.3,1.8,,N,
Au,1301_L,L,Ctenophorus isolepis,11/11/1978 12:50,-2.5,50,36,34.72,17.03944326,21.8,19.06,17.60311062,1.3,2.7,,N,
Au,1302_L,L,Ctenophorus isolepis,11/11/1978 12:23,-2.5,50,37.3,33.6,17.57627977,18.8,18.92,17.3493414,3.7,-0.1,,N,
Au,1303_L,L,Ctenophorus isolepis,11/11/1978 12:48,-2.5,50,37.1,34.64,17.03944326,19.7,19.05,17.60311062,2.5,0.6,,N,
Au,1312_L,L,Ctenophorus isolepis,11/11/1978 14:15,-2.5,50,34,32.34,16.57188701,21.2,18.83,16.19059817,1.7,2.4,,,
Au,1316_L,L,Ctenophorus isolepis,12/11/1978 07:46,0,15,32.1,28.74,38.82674869,16.5,16.45,24.15010641,3.4,0.1,,N,
Au,1317_L,L,Ctenophorus isolepis,12/11/1978 07:50,0,15,31.4,28.64,38.82674869,18.7,16.68,24.15010641,2.8,2,,N,
Au,1318_L,L,Ctenophorus isolepis,12/11/1978 09:00,0,0,33.7,33.97,37.26946317,20.2,17.33,23.68178953,-0.3,2.9,,N,
Au,1319_L,L,Ctenophorus isolepis,12/11/1978 09:23,0,0,36.9,35.21,37.26946317,22,17.53,23.68178953,1.7,4.5,,N,
Au,1321_L,L,Ctenophorus isolepis,12/11/1978 09:03,0,0,34.2,34.13,37.26946317,19.8,17.35,23.68178953,0.1,2.4,,N,
Au,1322_L,L,Ctenophorus isolepis,12/11/1978 09:20,0,0,35.6,35.04,37.26946317,21,17.51,23.68178953,0.6,3.5,,N,
Au,1323_L,L,Ctenophorus isolepis,12/11/1978 09:45,0,0,35,36.39,31.24150788,22,17.73,22.15238546,-1.4,4.3,,N,
Au,1324_L,L,Ctenophorus isolepis,12/11/1978 10:20,0,0,35.9,36.81,31.24150788,21,18.95,22.15238546,-0.9,2.1,,N,
Au,1325_L,L,Ctenophorus isolepis,12/11/1978 10:28,0,0,39.3,36.66,31.24150788,23.1,19.38,22.15238546,2.6,3.7,,N,
Au,1327_L,L,Ctenophorus isolepis,12/11/1978 10:56,0,0,36.8,36.12,28.09995619,21.3,20.89,19.42958001,0.7,0.4,,N,
Au,1328_L,L,Ctenophorus isolepis,12/11/1978 11:12,0,0,38.3,36.5,28.09995619,24.4,21.36,19.42958001,1.8,3,,N,
Au,1329_L,L,Ctenophorus isolepis,12/11/1978 11:20,0,0,36,36.8,28.09995619,22.2,21.53,19.42958001,-0.8,0.7,,N,
Au,1330_L,L,Ctenophorus isolepis,12/11/1978 11:31,-2.5,50,33.7,37.21,18.27930463,21.7,21.76,17.85622297,-3.5,-0.1,,N,
Au,1331_L,L,Ctenophorus isolepis,12/11/1978 11:40,-2.5,50,38.8,37.55,18.27930463,21,21.95,17.85622297,1.2,-0.9,,N,
Au,1332_L,L,Ctenophorus isolepis,12/11/1978 11:46,-2.5,50,38,37.78,18.27930463,23,22.08,17.85622297,0.2,0.9,,N,
Au,1333_L,L,Ctenophorus isolepis,12/11/1978 10:40,0,0,38.2,36.43,28.09995619,24.5,20.02,19.42958001,1.8,4.5,,N,
Au,1334_L,L,Ctenophorus isolepis,12/11/1978 11:00,0,0,37.8,36.04,28.09995619,21.5,21.1,19.42958001,1.8,0.4,,N,
Au,1335_L,L,Ctenophorus isolepis,12/11/1978 11:16,0,0,39.2,36.65,28.09995619,22,21.44,19.42958001,2.6,0.6,,N,
Au,1336_L,L,Ctenophorus isolepis,12/11/1978 11:20,0,0,37.8,36.8,28.09995619,24.8,21.53,19.42958001,1,3.3,,N,
Au,1337_L,L,Ctenophorus isolepis,12/11/1978 11:30,-2.5,50,37.8,37.18,18.27930463,23.2,21.74,17.85622297,0.6,1.5,,N,
Au,1338_L,L,Ctenophorus isolepis,12/11/1978 11:35,-2.5,50,39.2,37.37,18.27930463,24,21.85,17.85622297,1.8,2.1,,N,
Au,1339_L,L,Ctenophorus isolepis,12/11/1978 11:39,-2.5,50,39,37.52,18.27930463,23,21.93,17.85622297,1.5,1.1,,N,
Au,1340_L,L,Ctenophorus isolepis,12/11/1978 11:45,-2.5,50,39.2,37.74,18.27930463,23.8,22.06,17.85622297,1.5,1.7,,N,
Au,1341_L,L,Ctenophorus isolepis,12/11/1978 11:47,-2.5,50,39.2,37.82,18.27930463,24.2,22.1,17.85622297,1.4,2.1,,N,
Au,1342_L,L,Ctenophorus isolepis,12/11/1978 11:50,-2.5,50,36.6,37.93,18.27930463,26,22.16,17.85622297,-1.3,3.8,,N,
Au,1343_L,L,Ctenophorus isolepis,12/11/1978 11:57,-2.5,50,39,38.2,18.27930463,26.4,22.31,17.85622297,0.8,4.1,,N,
