ClimNo,StasName,Latitude,Longitude,DateT,Rain(mm),Mx,Mn
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-16,0.00,19.30,-0.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-17,0.00,18.70,-0.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-18,0.00,14.50,0.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-19,0.00,18.80,-2.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-20,0.00,23.10,1.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-21,0.00,25.70,11.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-22,0.00,23.90,11.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-23,0.00,24.50,2.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-24,0.00,25.10,9.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-25,0.00,20.90,5.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-26,0.00,22.00,3.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-27,0.00,24.10,3.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-28,2.50,19.40,7.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-29,0.00,8.60,2.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-06-30,0.00,11.20,-2.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-01,0.00,16.60,0.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-02,0.00,18.20,0.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-03,0.00,21.50,2.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-04,0.00,22.30,2.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-05,0.00,15.60,1.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-06,0.00,20.50,1.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-07,0.00,19.60,6.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-08,0.00,19.80,7.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-09,0.00,20.80,5.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-10,0.00,21.80,5.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-11,0.00,22.40,4.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-12,0.00,22.30,2.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-13,0.00,23.50,3.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-14,0.00,22.90,9.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-15,0.00,22.40,5.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-16,0.00,22.80,6.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-17,0.00,23.60,4.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-18,0.00,24.50,8.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-19,0.00,25.30,15.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-20,0.00,19.20,3.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-21,0.20,24.40,2.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-22,0.00,27.70,11.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-23,0.00,21.40,9.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-24,0.00,16.50,2.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-25,0.00,15.80,1.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-26,0.00,21.70,-1.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-27,0.00,16.60,7.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-28,0.00,19.20,1.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-29,0.00,22.30,3.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-30,0.00,24.10,4.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-07-31,0.00,24.60,6.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-01,0.00,25.50,5.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-02,0.00,17.60,7.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-03,0.00,24.30,2.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-04,0.00,20.20,2.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-05,0.00,13.30,6.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-06,0.00,19.10,0.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-07,0.00,20.00,2.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-08,0.00,26.00,2.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-09,0.00,27.90,4.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-10,0.00,28.30,6.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-11,0.00,27.90,4.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-12,0.00,28.90,4.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-13,0.00,29.00,6.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-14,0.00,30.70,9.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-15,0.00,30.50,10.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-16,0.00,29.30,13.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-17,0.00,29.30,6.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-18,0.00,30.30,9.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-19,0.00,19.80,8.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-20,0.00,23.80,4.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-21,0.00,24.30,5.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-22,0.00,25.60,3.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-23,0.00,25.50,4.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-24,0.00,30.80,8.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-25,0.00,30.80,16.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-26,0.00,31.90,14.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-27,0.00,32.00,13.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-28,0.00,29.90,20.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-29,0.00,23.40,11.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-30,0.00,21.80,5.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-08-31,0.00,20.50,5.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-01,0.00,25.30,4.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-02,0.00,29.20,8.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-03,0.00,19.30,10.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-04,0.00,25.20,4.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-05,0.00,30.70,6.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-06,0.00,27.70,8.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-07,0.00,25.00,10.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-08,0.00,27.90,6.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-09,0.00,28.70,10.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-10,0.00,26.90,13.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-11,0.00,28.50,13.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-12,0.00,28.40,13.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-13,0.00,28.10,15.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-14,0.00,28.40,16.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-15,0.00,28.60,15.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-16,0.00,29.70,15.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-17,0.00,32.20,15.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-18,0.00,30.00,18.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-19,0.00,33.10,18.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-20,0.00,26.50,11.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-21,0.00,30.90,7.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-22,0.00,34.10,11.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-23,0.00,27.60,12.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-24,0.00,31.60,10.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-25,0.00,35.30,13.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-26,0.00,38.50,16.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-27,0.00,36.80,12.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-28,0.00,38.10,15.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-29,0.00,34.90,14.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-09-30,0.00,38.70,16.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-01,0.00,35.70,19.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-02,0.00,37.90,22.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-03,0.00,37.30,24.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-04,0.00,38.60,23.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-05,0.00,33.70,18.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-06,0.00,31.60,16.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-07,0.00,25.50,12.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-08,0.00,23.70,10.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-09,0.00,28.90,9.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-10,0.00,36.00,12.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-11,0.00,26.20,10.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-12,0.00,31.30,10.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-13,0.00,34.90,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-14,0.00,33.50,20.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-15,0.00,31.40,16.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-16,0.00,29.40,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-17,0.00,28.40,15.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-18,0.00,28.60,15.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-19,0.00,31.00,16.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-20,0.00,32.60,17.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-21,0.00,35.40,20.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-22,0.00,34.90,17.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-23,0.00,27.60,14.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-24,0.00,30.40,11.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-25,0.00,31.70,15.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-26,0.00,24.30,10.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-27,0.00,26.40,11.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-28,0.00,33.30,15.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-29,0.00,34.80,19.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-30,3.80,33.90,21.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-10-31,0.00,32.90,19.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-01,0.20,34.20,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-02,0.00,36.60,19.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-03,0.00,36.50,15.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-04,0.00,40.10,18.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-05,0.00,35.50,18.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-06,0.00,36.60,19.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-07,0.00,36.10,16.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-08,0.00,35.80,16.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-09,0.00,31.80,19.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-10,0.00,34.70,19.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-11,0.00,34.40,19.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-12,0.00,36.80,19.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-13,0.00,33.10,15.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-14,0.00,31.70,16.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-15,0.00,33.90,13.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-16,0.40,20.80,13.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-17,0.00,19.30,7.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-18,0.00,22.60,8.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-19,0.00,29.80,7.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-20,0.00,32.40,11.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-21,0.00,26.70,15.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-22,0.00,22.40,8.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-23,0.00,30.40,11.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-24,0.00,28.80,13.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-25,0.00,29.30,14.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-26,0.00,30.80,15.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-27,0.00,29.40,15.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-28,0.00,32.20,16.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-29,0.00,31.40,16.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-11-30,0.00,33.30,18.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-01,0.00,38.20,15.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-02,0.00,28.00,13.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-03,0.00,27.30,11.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-04,0.00,34.90,13.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-05,0.00,32.60,14.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-06,0.00,33.70,16.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-07,0.00,35.10,18.60
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-08,0.00,37.10,18.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-09,0.00,38.50,19.90
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-10,0.00,41.40,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-11,0.00,40.90,22.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-12,0.00,42.00,20.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-13,0.00,39.40,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-14,0.00,37.70,20.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-15,0.00,43.00,18.70
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-16,0.00,36.50,21.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-17,0.00,25.30,11.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-18,0.00,28.50,12.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-19,0.00,37.50,15.30
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-20,0.00,38.00,25.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-21,0.00,34.90,22.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-22,0.00,37.40,24.80
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-23,0.00,30.10,26.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-24,0.00,37.00,18.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-25,0.00,34.30,15.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-26,0.00,37.00,16.20
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-27,0.00,39.70,18.00
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-28,0.00,39.80,20.50
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-29,0.00,39.70,25.10
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-30,0.00,35.40,27.40
0317475A8,UPINGTON WO,-28.41,21.26,1997-12-31,0.00,31.70,22.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-01,0.00,34.20,17.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-02,0.00,35.30,20.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-03,1.60,27.50,21.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-04,0.70,31.50,19.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-05,1.40,31.50,22.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-06,0.00,32.40,21.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-07,0.00,33.60,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-08,0.00,30.80,17.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-09,0.00,24.60,14.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-10,0.00,24.10,10.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-11,0.00,33.90,11.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-12,0.00,39.20,19.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-13,0.00,30.20,17.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-14,0.00,36.20,17.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-15,3.00,38.60,23.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-16,0.00,37.20,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-17,0.00,39.30,21.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-18,0.00,37.10,21.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-19,0.00,35.90,18.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-20,0.00,37.60,17.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-21,0.00,39.70,19.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-22,0.00,40.90,19.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-23,0.00,34.80,19.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-24,0.00,34.10,18.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-25,0.00,38.70,19.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-26,0.00,40.50,22.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-27,0.00,41.00,26.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-28,0.00,39.70,25.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-29,0.00,40.30,23.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-30,0.00,35.10,17.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-01-31,0.00,37.40,18.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-01,0.00,38.70,18.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-02,0.00,33.70,17.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-03,0.00,31.50,17.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-04,0.00,34.90,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-05,0.00,41.20,20.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-06,0.00,43.20,23.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-07,0.00,42.50,27.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-08,0.00,39.00,29.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-09,0.00,41.60,24.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-10,0.00,42.10,24.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-11,0.00,41.70,27.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-12,0.00,40.80,24.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-13,0.00,37.30,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-14,0.00,38.40,22.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-15,0.00,36.50,23.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-16,10.00,35.70,23.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-17,0.00,31.60,18.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-18,0.00,31.60,20.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-19,9.20,31.50,22.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-20,16.00,34.80,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-21,0.00,33.10,20.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-22,0.00,36.00,21.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-23,0.00,35.00,19.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-24,0.00,39.30,19.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-25,4.40,35.10,27.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-26,0.00,33.20,20.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-27,0.00,36.10,20.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-02-28,0.00,34.40,20.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-01,0.00,30.70,18.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-02,0.00,30.80,17.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-03,0.00,33.80,16.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-04,0.00,37.50,17.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-05,0.00,40.50,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-06,0.00,31.40,19.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-07,0.00,34.10,16.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-08,0.00,32.60,19.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-09,0.00,29.70,14.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-10,0.00,32.20,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-11,0.00,30.50,15.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-12,0.00,29.50,13.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-13,0.00,32.40,14.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-14,0.00,36.30,17.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-15,0.00,36.40,19.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-16,0.00,35.90,22.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-17,0.00,34.40,17.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-18,0.00,35.30,15.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-19,0.00,40.20,18.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-20,0.00,39.40,21.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-21,4.60,39.20,23.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-22,0.80,36.40,22.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-23,0.00,37.40,22.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-24,0.00,34.90,21.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-25,4.20,27.90,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-26,4.40,21.90,18.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-27,12.00,25.90,16.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-28,0.00,27.70,15.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-29,1.60,33.30,17.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-30,0.00,28.90,20.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-03-31,0.40,31.30,20.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-01,0.00,28.30,16.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-02,0.00,30.80,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-03,0.00,30.40,13.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-04,0.00,32.80,13.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-05,0.00,28.60,11.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-06,0.00,28.50,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-07,0.00,30.80,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-08,0.00,28.50,12.90
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-09,0.00,29.60,10.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-10,0.00,33.10,11.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-11,0.00,33.50,13.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-12,0.00,33.40,16.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-13,0.00,35.00,17.50
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-14,0.00,35.70,15.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-15,0.00,36.20,17.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-16,0.00,35.60,16.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-17,0.00,34.30,21.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-18,0.00,32.10,20.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-19,0.00,30.90,17.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-20,0.00,31.80,18.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-21,1.00,31.80,20.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-22,1.20,19.60,13.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-23,0.00,23.20,6.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-24,0.00,33.80,7.70
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-25,0.20,35.90,18.10
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-26,0.00,25.40,10.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-27,0.00,34.30,9.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-28,0.00,35.20,13.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-29,0.00,35.20,14.80
0317475A8,UPINGTON WO,-28.41,21.26,1998-04-30,0.00,34.70,14.30
0317475A8,UPINGTON WO,-28.41,21.26,1998-05-01,0.00,33.00,19.20
0317475A8,UPINGTON WO,-28.41,21.26,1998-05-02,0.00,29.80,12.00
0317475A8,UPINGTON WO,-28.41,21.26,1998-05-03,0.00,32.00,9.60
0317475A8,UPINGTON WO,-28.41,21.26,1998-05-04,0.00,28.60,10.40
0317475A8,UPINGTON WO,-28.41,21.26,1998-05-05,0.00,28.30,9.20
